sample_name,read_1,read_2,accession_number,year,country,publication,purpose
ERR352654,/data/slow/bdri/azuza/samples/ERR352654_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352654_2.fastq.gz,ERR352654,1997,Vietnam,Wong et al. 2016,Outgroup
ERR352663,/data/slow/bdri/azuza/samples/ERR352663_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352663_2.fastq.gz,ERR352663,1998,Vietnam,Wong et al. 2016,Outgroup
ERR352667,/data/slow/bdri/azuza/samples/ERR352667_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352667_2.fastq.gz,ERR352667,1997,Vietnam,Wong et al. 2016,Outgroup
ERR349331,/data/slow/bdri/azuza/samples/ERR349331_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349331_2.fastq.gz,ERR349331,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349341,/data/slow/bdri/azuza/samples/ERR349341_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349341_2.fastq.gz,ERR349341,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349345,/data/slow/bdri/azuza/samples/ERR349345_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349345_2.fastq.gz,ERR349345,1996,Vietnam,Wong et al. 2016,Outgroup
ERR349346,/data/slow/bdri/azuza/samples/ERR349346_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349346_2.fastq.gz,ERR349346,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349347,/data/slow/bdri/azuza/samples/ERR349347_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349347_2.fastq.gz,ERR349347,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349348,/data/slow/bdri/azuza/samples/ERR349348_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349348_2.fastq.gz,ERR349348,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349349,/data/slow/bdri/azuza/samples/ERR349349_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349349_2.fastq.gz,ERR349349,1996,Vietnam,Wong et al. 2016,Outgroup
ERR349350,/data/slow/bdri/azuza/samples/ERR349350_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349350_2.fastq.gz,ERR349350,1996,Vietnam,Wong et al. 2016,Outgroup
ERR349353,/data/slow/bdri/azuza/samples/ERR349353_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349353_2.fastq.gz,ERR349353,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349354,/data/slow/bdri/azuza/samples/ERR349354_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349354_2.fastq.gz,ERR349354,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349356,/data/slow/bdri/azuza/samples/ERR349356_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349356_2.fastq.gz,ERR349356,1996,Vietnam,Wong et al. 2016,Outgroup
ERR349357,/data/slow/bdri/azuza/samples/ERR349357_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349357_2.fastq.gz,ERR349357,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349359,/data/slow/bdri/azuza/samples/ERR349359_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349359_2.fastq.gz,ERR349359,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349360,/data/slow/bdri/azuza/samples/ERR349360_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349360_2.fastq.gz,ERR349360,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349361,/data/slow/bdri/azuza/samples/ERR349361_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349361_2.fastq.gz,ERR349361,1996,Vietnam,Wong et al. 2016,Outgroup
ERR349363,/data/slow/bdri/azuza/samples/ERR349363_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349363_2.fastq.gz,ERR349363,1996,Vietnam,Wong et al. 2016,Outgroup
ERR349364,/data/slow/bdri/azuza/samples/ERR349364_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349364_2.fastq.gz,ERR349364,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349367,/data/slow/bdri/azuza/samples/ERR349367_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349367_2.fastq.gz,ERR349367,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349334,/data/slow/bdri/azuza/samples/ERR349334_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349334_2.fastq.gz,ERR349334,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349372,/data/slow/bdri/azuza/samples/ERR349372_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349372_2.fastq.gz,ERR349372,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349375,/data/slow/bdri/azuza/samples/ERR349375_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349375_2.fastq.gz,ERR349375,1993,Vietnam,Wong et al. 2016,Outgroup
ERR349378,/data/slow/bdri/azuza/samples/ERR349378_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349378_2.fastq.gz,ERR349378,1997,Vietnam,Wong et al. 2016,Outgroup
ERR349381,/data/slow/bdri/azuza/samples/ERR349381_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349381_2.fastq.gz,ERR349381,1993,Vietnam,Wong et al. 2016,Outgroup
ERR349385,/data/slow/bdri/azuza/samples/ERR349385_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349385_2.fastq.gz,ERR349385,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349387,/data/slow/bdri/azuza/samples/ERR349387_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349387_2.fastq.gz,ERR349387,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349388,/data/slow/bdri/azuza/samples/ERR349388_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349388_2.fastq.gz,ERR349388,1997,Vietnam,Wong et al. 2016,Outgroup
ERR349392,/data/slow/bdri/azuza/samples/ERR349392_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349392_2.fastq.gz,ERR349392,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349337,/data/slow/bdri/azuza/samples/ERR349337_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349337_2.fastq.gz,ERR349337,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349403,/data/slow/bdri/azuza/samples/ERR349403_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349403_2.fastq.gz,ERR349403,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349338,/data/slow/bdri/azuza/samples/ERR349338_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349338_2.fastq.gz,ERR349338,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349523,/data/slow/bdri/azuza/samples/ERR349523_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349523_2.fastq.gz,ERR349523,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349532,/data/slow/bdri/azuza/samples/ERR349532_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349532_2.fastq.gz,ERR349532,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349533,/data/slow/bdri/azuza/samples/ERR349533_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349533_2.fastq.gz,ERR349533,1996,Vietnam,Wong et al. 2016,Outgroup
ERR349534,/data/slow/bdri/azuza/samples/ERR349534_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349534_2.fastq.gz,ERR349534,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349535,/data/slow/bdri/azuza/samples/ERR349535_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349535_2.fastq.gz,ERR349535,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349536,/data/slow/bdri/azuza/samples/ERR349536_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349536_2.fastq.gz,ERR349536,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349538,/data/slow/bdri/azuza/samples/ERR349538_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349538_2.fastq.gz,ERR349538,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349539,/data/slow/bdri/azuza/samples/ERR349539_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349539_2.fastq.gz,ERR349539,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349541,/data/slow/bdri/azuza/samples/ERR349541_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349541_2.fastq.gz,ERR349541,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349524,/data/slow/bdri/azuza/samples/ERR349524_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349524_2.fastq.gz,ERR349524,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349543,/data/slow/bdri/azuza/samples/ERR349543_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349543_2.fastq.gz,ERR349543,1996,Vietnam,Wong et al. 2016,Outgroup
ERR349545,/data/slow/bdri/azuza/samples/ERR349545_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349545_2.fastq.gz,ERR349545,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349546,/data/slow/bdri/azuza/samples/ERR349546_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349546_2.fastq.gz,ERR349546,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349547,/data/slow/bdri/azuza/samples/ERR349547_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349547_2.fastq.gz,ERR349547,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349548,/data/slow/bdri/azuza/samples/ERR349548_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349548_2.fastq.gz,ERR349548,1996,Vietnam,Wong et al. 2016,Outgroup
ERR349549,/data/slow/bdri/azuza/samples/ERR349549_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349549_2.fastq.gz,ERR349549,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349550,/data/slow/bdri/azuza/samples/ERR349550_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349550_2.fastq.gz,ERR349550,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349551,/data/slow/bdri/azuza/samples/ERR349551_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349551_2.fastq.gz,ERR349551,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349552,/data/slow/bdri/azuza/samples/ERR349552_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349552_2.fastq.gz,ERR349552,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349553,/data/slow/bdri/azuza/samples/ERR349553_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349553_2.fastq.gz,ERR349553,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349557,/data/slow/bdri/azuza/samples/ERR349557_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349557_2.fastq.gz,ERR349557,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349558,/data/slow/bdri/azuza/samples/ERR349558_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349558_2.fastq.gz,ERR349558,1997,Vietnam,Wong et al. 2016,Outgroup
ERR349560,/data/slow/bdri/azuza/samples/ERR349560_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349560_2.fastq.gz,ERR349560,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349562,/data/slow/bdri/azuza/samples/ERR349562_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349562_2.fastq.gz,ERR349562,1997,Vietnam,Wong et al. 2016,Outgroup
ERR349563,/data/slow/bdri/azuza/samples/ERR349563_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349563_2.fastq.gz,ERR349563,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349564,/data/slow/bdri/azuza/samples/ERR349564_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349564_2.fastq.gz,ERR349564,1998,Vietnam,Wong et al. 2016,Outgroup
ERR349568,/data/slow/bdri/azuza/samples/ERR349568_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349568_2.fastq.gz,ERR349568,1997,Vietnam,Wong et al. 2016,Outgroup
ERR349570,/data/slow/bdri/azuza/samples/ERR349570_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349570_2.fastq.gz,ERR349570,1993,Vietnam,Wong et al. 2016,Outgroup
ERR349572,/data/slow/bdri/azuza/samples/ERR349572_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349572_2.fastq.gz,ERR349572,1997,Vietnam,Wong et al. 2016,Outgroup
ERR349573,/data/slow/bdri/azuza/samples/ERR349573_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349573_2.fastq.gz,ERR349573,1997,Vietnam,Wong et al. 2016,Outgroup
ERR349578,/data/slow/bdri/azuza/samples/ERR349578_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349578_2.fastq.gz,ERR349578,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349579,/data/slow/bdri/azuza/samples/ERR349579_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349579_2.fastq.gz,ERR349579,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349582,/data/slow/bdri/azuza/samples/ERR349582_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349582_2.fastq.gz,ERR349582,1997,Vietnam,Wong et al. 2016,Outgroup
ERR349583,/data/slow/bdri/azuza/samples/ERR349583_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349583_2.fastq.gz,ERR349583,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349584,/data/slow/bdri/azuza/samples/ERR349584_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349584_2.fastq.gz,ERR349584,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349588,/data/slow/bdri/azuza/samples/ERR349588_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349588_2.fastq.gz,ERR349588,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349590,/data/slow/bdri/azuza/samples/ERR349590_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349590_2.fastq.gz,ERR349590,1993,Vietnam,Wong et al. 2016,Outgroup
ERR349591,/data/slow/bdri/azuza/samples/ERR349591_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349591_2.fastq.gz,ERR349591,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349592,/data/slow/bdri/azuza/samples/ERR349592_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349592_2.fastq.gz,ERR349592,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349593,/data/slow/bdri/azuza/samples/ERR349593_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349593_2.fastq.gz,ERR349593,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349595,/data/slow/bdri/azuza/samples/ERR349595_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349595_2.fastq.gz,ERR349595,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349597,/data/slow/bdri/azuza/samples/ERR349597_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349597_2.fastq.gz,ERR349597,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349599,/data/slow/bdri/azuza/samples/ERR349599_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349599_2.fastq.gz,ERR349599,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349600,/data/slow/bdri/azuza/samples/ERR349600_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349600_2.fastq.gz,ERR349600,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349601,/data/slow/bdri/azuza/samples/ERR349601_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349601_2.fastq.gz,ERR349601,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349602,/data/slow/bdri/azuza/samples/ERR349602_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349602_2.fastq.gz,ERR349602,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349603,/data/slow/bdri/azuza/samples/ERR349603_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349603_2.fastq.gz,ERR349603,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349605,/data/slow/bdri/azuza/samples/ERR349605_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349605_2.fastq.gz,ERR349605,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349606,/data/slow/bdri/azuza/samples/ERR349606_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349606_2.fastq.gz,ERR349606,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349609,/data/slow/bdri/azuza/samples/ERR349609_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349609_2.fastq.gz,ERR349609,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349531,/data/slow/bdri/azuza/samples/ERR349531_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349531_2.fastq.gz,ERR349531,1995,Vietnam,Wong et al. 2016,Outgroup
ERR349613,/data/slow/bdri/azuza/samples/ERR349613_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349613_2.fastq.gz,ERR349613,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349615,/data/slow/bdri/azuza/samples/ERR349615_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349615_2.fastq.gz,ERR349615,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349616,/data/slow/bdri/azuza/samples/ERR349616_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349616_2.fastq.gz,ERR349616,1994,Vietnam,Wong et al. 2016,Outgroup
ERR349617,/data/slow/bdri/azuza/samples/ERR349617_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349617_2.fastq.gz,ERR349617,1994,Vietnam,Wong et al. 2016,Outgroup
ERR352607,/data/slow/bdri/azuza/samples/ERR352607_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352607_2.fastq.gz,ERR352607,1995,Vietnam,Wong et al. 2016,Outgroup
ERR352608,/data/slow/bdri/azuza/samples/ERR352608_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352608_2.fastq.gz,ERR352608,1994,Vietnam,Wong et al. 2016,Outgroup
ERR352609,/data/slow/bdri/azuza/samples/ERR352609_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352609_2.fastq.gz,ERR352609,1996,Vietnam,Wong et al. 2016,Outgroup
ERR352611,/data/slow/bdri/azuza/samples/ERR352611_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352611_2.fastq.gz,ERR352611,1994,Vietnam,Wong et al. 2016,Outgroup
ERR352612,/data/slow/bdri/azuza/samples/ERR352612_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352612_2.fastq.gz,ERR352612,1996,Vietnam,Wong et al. 2016,Outgroup
ERR352613,/data/slow/bdri/azuza/samples/ERR352613_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352613_2.fastq.gz,ERR352613,1996,Vietnam,Wong et al. 2016,Outgroup
ERR352614,/data/slow/bdri/azuza/samples/ERR352614_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352614_2.fastq.gz,ERR352614,1994,Vietnam,Wong et al. 2016,Outgroup
ERR352615,/data/slow/bdri/azuza/samples/ERR352615_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352615_2.fastq.gz,ERR352615,1995,Vietnam,Wong et al. 2016,Outgroup
ERR352616,/data/slow/bdri/azuza/samples/ERR352616_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352616_2.fastq.gz,ERR352616,1996,Vietnam,Wong et al. 2016,Outgroup
ERR352617,/data/slow/bdri/azuza/samples/ERR352617_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352617_2.fastq.gz,ERR352617,1994,Vietnam,Wong et al. 2016,Outgroup
ERR352618,/data/slow/bdri/azuza/samples/ERR352618_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352618_2.fastq.gz,ERR352618,1995,Vietnam,Wong et al. 2016,Outgroup
ERR352619,/data/slow/bdri/azuza/samples/ERR352619_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352619_2.fastq.gz,ERR352619,1996,Vietnam,Wong et al. 2016,Outgroup
ERR352620,/data/slow/bdri/azuza/samples/ERR352620_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352620_2.fastq.gz,ERR352620,1996,Vietnam,Wong et al. 2016,Outgroup
ERR352621,/data/slow/bdri/azuza/samples/ERR352621_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352621_2.fastq.gz,ERR352621,1995,Vietnam,Wong et al. 2016,Outgroup
ERR352623,/data/slow/bdri/azuza/samples/ERR352623_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352623_2.fastq.gz,ERR352623,1996,Vietnam,Wong et al. 2016,Outgroup
ERR352624,/data/slow/bdri/azuza/samples/ERR352624_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352624_2.fastq.gz,ERR352624,1996,Vietnam,Wong et al. 2016,Outgroup
ERR352625,/data/slow/bdri/azuza/samples/ERR352625_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352625_2.fastq.gz,ERR352625,1995,Vietnam,Wong et al. 2016,Outgroup
ERR352626,/data/slow/bdri/azuza/samples/ERR352626_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352626_2.fastq.gz,ERR352626,1995,Vietnam,Wong et al. 2016,Outgroup
ERR352627,/data/slow/bdri/azuza/samples/ERR352627_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352627_2.fastq.gz,ERR352627,1996,Vietnam,Wong et al. 2016,Outgroup
ERR352628,/data/slow/bdri/azuza/samples/ERR352628_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352628_2.fastq.gz,ERR352628,1995,Vietnam,Wong et al. 2016,Outgroup
ERR352629,/data/slow/bdri/azuza/samples/ERR352629_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352629_2.fastq.gz,ERR352629,1996,Vietnam,Wong et al. 2016,Outgroup
ERR352631,/data/slow/bdri/azuza/samples/ERR352631_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352631_2.fastq.gz,ERR352631,1996,Vietnam,Wong et al. 2016,Outgroup
ERR352632,/data/slow/bdri/azuza/samples/ERR352632_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352632_2.fastq.gz,ERR352632,1995,Vietnam,Wong et al. 2016,Outgroup
ERR352633,/data/slow/bdri/azuza/samples/ERR352633_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352633_2.fastq.gz,ERR352633,1995,Vietnam,Wong et al. 2016,Outgroup
ERR352635,/data/slow/bdri/azuza/samples/ERR352635_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352635_2.fastq.gz,ERR352635,1994,Vietnam,Wong et al. 2016,Outgroup
ERR352636,/data/slow/bdri/azuza/samples/ERR352636_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352636_2.fastq.gz,ERR352636,1995,Vietnam,Wong et al. 2016,Outgroup
ERR352637,/data/slow/bdri/azuza/samples/ERR352637_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352637_2.fastq.gz,ERR352637,1996,Vietnam,Wong et al. 2016,Outgroup
ERR352638,/data/slow/bdri/azuza/samples/ERR352638_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352638_2.fastq.gz,ERR352638,1996,Vietnam,Wong et al. 2016,Outgroup
ERR352639,/data/slow/bdri/azuza/samples/ERR352639_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352639_2.fastq.gz,ERR352639,1996,Vietnam,Wong et al. 2016,Outgroup
ERR352640,/data/slow/bdri/azuza/samples/ERR352640_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352640_2.fastq.gz,ERR352640,1996,Vietnam,Wong et al. 2016,Outgroup
ERR352641,/data/slow/bdri/azuza/samples/ERR352641_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352641_2.fastq.gz,ERR352641,1994,Vietnam,Wong et al. 2016,Outgroup
ERR352642,/data/slow/bdri/azuza/samples/ERR352642_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352642_2.fastq.gz,ERR352642,1994,Vietnam,Wong et al. 2016,Outgroup
ERR352643,/data/slow/bdri/azuza/samples/ERR352643_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352643_2.fastq.gz,ERR352643,1997,Vietnam,Wong et al. 2016,Outgroup
ERR352645,/data/slow/bdri/azuza/samples/ERR352645_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352645_2.fastq.gz,ERR352645,1994,Vietnam,Wong et al. 2016,Outgroup
ERR352646,/data/slow/bdri/azuza/samples/ERR352646_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352646_2.fastq.gz,ERR352646,1997,Vietnam,Wong et al. 2016,Outgroup
ERR352648,/data/slow/bdri/azuza/samples/ERR352648_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352648_2.fastq.gz,ERR352648,1994,Vietnam,Wong et al. 2016,Outgroup
ERR352649,/data/slow/bdri/azuza/samples/ERR352649_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352649_2.fastq.gz,ERR352649,1997,Vietnam,Wong et al. 2016,Outgroup
ERR352655,/data/slow/bdri/azuza/samples/ERR352655_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352655_2.fastq.gz,ERR352655,1995,Vietnam,Wong et al. 2016,Outgroup
ERR352656,/data/slow/bdri/azuza/samples/ERR352656_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352656_2.fastq.gz,ERR352656,1997,Vietnam,Wong et al. 2016,Outgroup
ERR352658,/data/slow/bdri/azuza/samples/ERR352658_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352658_2.fastq.gz,ERR352658,1994,Vietnam,Wong et al. 2016,Outgroup
ERR352661,/data/slow/bdri/azuza/samples/ERR352661_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352661_2.fastq.gz,ERR352661,1997,Vietnam,Wong et al. 2016,Outgroup
ERR352662,/data/slow/bdri/azuza/samples/ERR352662_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352662_2.fastq.gz,ERR352662,1997,Vietnam,Wong et al. 2016,Outgroup
ERR352669,/data/slow/bdri/azuza/samples/ERR352669_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352669_2.fastq.gz,ERR352669,1994,Vietnam,Wong et al. 2016,Outgroup
ERR352671,/data/slow/bdri/azuza/samples/ERR352671_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352671_2.fastq.gz,ERR352671,1999,Vietnam,Wong et al. 2016,Outgroup
ERR352673,/data/slow/bdri/azuza/samples/ERR352673_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352673_2.fastq.gz,ERR352673,1997,Vietnam,Wong et al. 2016,Outgroup
ERR352679,/data/slow/bdri/azuza/samples/ERR352679_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352679_2.fastq.gz,ERR352679,1997,Vietnam,Wong et al. 2016,Outgroup
ERR352681,/data/slow/bdri/azuza/samples/ERR352681_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352681_2.fastq.gz,ERR352681,1997,Vietnam,Wong et al. 2016,Outgroup
ERR352685,/data/slow/bdri/azuza/samples/ERR352685_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352685_2.fastq.gz,ERR352685,1997,Vietnam,Wong et al. 2016,Outgroup
ERR352689,/data/slow/bdri/azuza/samples/ERR352689_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352689_2.fastq.gz,ERR352689,1994,Vietnam,Wong et al. 2016,Outgroup
ERR352605,/data/slow/bdri/azuza/samples/ERR352605_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352605_2.fastq.gz,ERR352605,1995,Vietnam,Wong et al. 2016,Outgroup
